hour_of_day,amount_log,errorBalanceOrig,errorBalanceDest,type_TRANSFER,type_CASH_OUT,amount,actual_isFraud,predicted_probability,type,risk_level,recommended_action,explanation_text
18,12.417647901392128,-494247.17999999993,494247.18000000005,0,0,247123.59,0.0,1.0455733e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.10777159753528,-362548.4000000001,278706.79000000004,0,0,181274.2,0.0,4.3232692e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.057435205409671,-126825.3999999999,126825.40000000002,0,0,63412.7,0.0,4.013836e-08,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.43849842653566,-185653.03000000003,185653.03000000003,0,0,92826.52,0.0,3.7934203e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.356556252714942,-464956.5000000001,608769.2999999998,0,0,232478.25,0.0,6.849351e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.838083617185324,-752554.0899999999,456247.94000000006,0,0,376277.04,0.0,2.0835193e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,6.259256363424289,-1043.6500000001397,1043.660000000149,0,0,521.83,0.0,6.269089e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.756382928381884,-693514.3599999999,693514.3599999994,0,0,346757.18,0.0,2.8563792e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,10.343342815156388,-62097.30000000005,62097.30000000005,0,0,31048.65,0.0,7.199235e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.343112974630072,-458747.7600000002,458747.7600000002,0,0,229373.88,0.0,1.7080849e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.825412924140943,-273362.1699999999,273362.1699999999,0,0,136681.08,0.0,2.0341137e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.435587298207862,-503193.71,503193.71,0,0,251596.86,0.0,1.0413023e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.584357597174543,-583909.54,583909.54,0,0,291954.77,0.0,8.818845e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.92353627037709,-819689.5999999996,819689.6,0,0,409844.8,0.0,3.883486e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,13.144689250010437,-1022574.9500000002,1022574.96,0,0,511287.48,0.0,6.363706e-06,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.964804519451777,-314250.3799999999,314250.3799999999,0,0,157125.19,0.0,1.0009272e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.686424175102712,-646655.04,646655.03,0,0,323327.52,0.0,9.713632e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,10.82930000857324,-100954.7200000002,132355.36,0,0,50477.36,0.0,3.436587e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.712719485355963,-244228.2399999993,244228.24,0,0,122114.12,0.0,2.6865206e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.588062065047664,-215604.28000000023,215604.28,0,0,107802.14,0.0,1.0465116e-06,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,8.386653889449192,-8774.21999999974,8774.22000000003,0,0,4387.11,0.0,2.4451697e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.094604795794238,-357806.0600000005,71251.35999999987,0,0,178903.03,0.0,4.9213536e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.192297907947369,-394525.8800000008,262250.57000000007,0,0,197262.94,0.0,5.247765e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.21972982067771,-149173.24000000022,149173.24,0,0,74586.62,0.0,9.593243e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.096378276822318,-131861.88999999966,131861.8799999999,0,0,65930.94,0.0,1.7944264e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.763163219222749,-698232.5800000001,698232.5899999999,0,0,349116.29,0.0,2.8563792e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.579263153620836,-580942.4000000004,580942.3999999999,0,0,290471.2,0.0,1.3187947e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.260134035204498,-422217.7599999998,422217.76,0,0,211108.88,0.0,8.565291e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,13.017626200763695,-900559.1799999997,900559.1800000002,0,0,450279.59,0.0,1.2698112e-06,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.791595861875308,-718370.1700000009,718370.1599999997,0,0,359185.08,0.0,2.8563792e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.940938570410058,-834078.9499999993,834078.9500000001,0,0,417039.48,0.0,3.381195e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,10.840656999183269,-102107.8200000003,102107.80999999982,0,0,51053.91,0.0,4.052391e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.126152755314264,-369274.1199999992,356429.09,0,0,184637.06,0.0,5.1090602e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.08504628096417,-354402.23000000045,300834.5799999996,0,0,177201.12,0.0,6.323472e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.91418084975522,-812056.7999999998,308603.8700000001,0,0,406028.4,0.0,7.9667666e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,11.770961452871475,-258875.08000000007,258875.08,0,0,129437.54,0.0,3.4233753e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.0336077716402,-336633.1400000006,336633.13999999966,0,0,168316.57,0.0,5.1090602e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,7.17123430648575,-2600.9000000003725,2600.8899999998976,0,0,1300.45,0.0,3.7505737e-07,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,11.113466483916282,-134134.56000000052,-152502.53999999992,0,0,67067.28,0.0,6.968674e-08,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.8506179854367,-762046.2599999988,762046.26,0,0,381023.13,0.0,2.2758017e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.779128847932173,-709469.8100000005,609385.6000000006,0,0,354734.9,0.0,2.0819343e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.684147551708554,-645184.5199999996,645184.52,0,0,322592.26,0.0,9.713632e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,10.471218041334618,-70568.33000000007,70568.34000000001,0,0,35284.17,0.0,4.1230887e-06,CASH_IN,LOW,APPROVE,No strong risk indicators identified; transaction pattern is consistent with typical account activity.
18,12.591013634129236,-587809.040000001,587809.04,0,0,293904.52,0.0,8.818845e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.596742711433418,-591186.3199999984,591186.3200000001,0,0,295593.16,0.0,5.3572984e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,13.127014046259749,-1004659.5,1376955.17,0,0,502329.75,0.0,8.929054e-06,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.030412929318524,-335559.36000000127,409372.77,0,0,167779.68,0.0,5.0170126e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.304844146227635,-441523.6199999992,441523.6200000001,0,0,220761.81,0.0,5.319923e-08,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
18,12.509633997238772,-541867.8800000008,541867.8799999999,0,0,270933.94,0.0,1.1866024e-07,CASH_IN,LOW,APPROVE,Flagged primarily because the account balances did not update consistently with the transaction amount. Model confidence: 0.0%.
